

500
n,avgprec,avgrec,avgfmeas
1,69.38511481108256,68.7021611142781,67.4209021690103,
2,59.04462215854252,58.28176524061347,57.23545078779781,
3,56.347359396639156,55.5489305742732,54.57740546096779,
