

500
n,avgprec,avgrec,avgfmeas
1,65.32933360457962,62.857080958019885,62.37435080301573,
2,53.35863913885489,51.68675895663303,51.069177711703055,
3,50.57203810234913,49.032046639935245,48.41618297328214,
