

500
n,avgprec,avgrec,avgfmeas
1,67.99579131283781,71.62991282276047,68.21156414594519,
2,57.97445931888001,60.60974837158075,57.88595828677696,
3,55.359848883729505,57.772888745517285,55.2156761254616,
